?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0001016>	"WBbt:0005735"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"FBbt:00005093"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"neuronames:3236"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"GAID:466"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"VHOG:0000402"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MA:0000016"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"AAO:0000324"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EFO:0000802"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MAT:0000026"
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://linkedlifedata.com/resource/umls/id/C0027763>
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EMAPA:16469"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"XAO:0000177"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EHDAA2:0001246"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EHDAA:826"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"ZFA:0000396"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BTO:0001484"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"CALOHA:TS-1313"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MIAA:0000026"
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://en.wikipedia.org/wiki/Nervous_system>
<http://purl.obolibrary.org/obo/UBERON_0001016>	"TAO:0000396"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MESH:D009420"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"NCIT:C12755"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BILA:0000079"
<http://purl.obolibrary.org/obo/UBERON_0035639>	"NCIT:C32574"
<http://purl.obolibrary.org/obo/UBERON_0035639>	<http://en.wikipedia.org/wiki/Accessory_visual_structures>
<http://purl.obolibrary.org/obo/UBERON_0035639>	"FMA:76554"
<http://purl.obolibrary.org/obo/UBERON_0035639>	<http://linkedlifedata.com/resource/umls/id/C0229243>
<http://purl.obolibrary.org/obo/UBERON_0035639>	<http://www.snomedbrowser.com/Codes/Details/120612006>
<http://purl.obolibrary.org/obo/UBERON_0001915>	<http://linkedlifedata.com/resource/umls/id/C0006904>
<http://purl.obolibrary.org/obo/UBERON_0001915>	"FMA:62114"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"EMAPA:36292"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"BTO:0004954"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"CALOHA:TS-0112"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"UMLS:C0006904"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"MA:0000711"
<http://purl.obolibrary.org/obo/UBERON_0001915>	"NCIT:C49215"
<http://purl.obolibrary.org/obo/UBERON_0005162>	"AAO:0011000"
<http://purl.obolibrary.org/obo/UBERON_0005162>	"CARO:0001000"
<http://purl.obolibrary.org/obo/UBERON_0005162>	"FMA:83115"
<http://purl.obolibrary.org/obo/UBERON_0005162>	"FBbt:00007060"
<http://purl.obolibrary.org/obo/CL_0000024>	"FMA:83673"
<http://purl.obolibrary.org/obo/UBERON_0005944>	"EMAPA:18043"
<http://purl.obolibrary.org/obo/UBERON_0005944>	<http://www.snomedbrowser.com/Codes/Details/361725000>
<http://purl.obolibrary.org/obo/UBERON_0005944>	"UMLS:C0222645"
<http://purl.obolibrary.org/obo/UBERON_0005944>	"EMAPA:17214"
<http://purl.obolibrary.org/obo/UBERON_0005944>	<http://linkedlifedata.com/resource/umls/id/C0222645>
<http://purl.obolibrary.org/obo/UBERON_0005944>	"NCIT:C32172"
<http://purl.obolibrary.org/obo/UBERON_0005944>	"AAO:0000963"
<http://purl.obolibrary.org/obo/UBERON_0005944>	<http://en.wikipedia.org/wiki/Axial_skeleton>
<http://purl.obolibrary.org/obo/UBERON_0005944>	"XAO:0004011"
<http://purl.obolibrary.org/obo/UBERON_0005944>	"VSAO:0000056"
<http://purl.obolibrary.org/obo/UBERON_0005944>	"MA:0000308"
<http://purl.obolibrary.org/obo/UBERON_0003331>	"MA:0003200"
<http://purl.obolibrary.org/obo/UBERON_0003331>	<http://www.snomedbrowser.com/Codes/Details/61647009>
<http://purl.obolibrary.org/obo/UBERON_0003331>	"FMA:14985"
<http://purl.obolibrary.org/obo/UBERON_0003331>	"EMAPA:27379"
<http://purl.obolibrary.org/obo/UBERON_6003007>	"FBbt:00003007"
<http://purl.obolibrary.org/obo/CL_1000307>	"FMA:261287"
<http://purl.obolibrary.org/obo/UBERON_0005250>	"VHOG:0000658"
<http://purl.obolibrary.org/obo/UBERON_0039261>	"FMA:70471"
<http://purl.obolibrary.org/obo/UBERON_0000415>	"FMA:14155"
<http://purl.obolibrary.org/obo/UBERON_0000415>	"BTO:0002009"
<http://purl.obolibrary.org/obo/UBERON_0000415>	"galen:ArterialWall"
<http://purl.obolibrary.org/obo/UBERON_0000325>	"FMA:14919"
<http://purl.obolibrary.org/obo/UBERON_0000325>	"EMAPA:27181"
<http://purl.obolibrary.org/obo/UBERON_0000325>	"BTO:0000503"
<http://purl.obolibrary.org/obo/NCBITaxon_32517>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CL_0009004>	"PMID:10702418"
<http://purl.obolibrary.org/obo/UBERON_0011198>	"NCIT:C32927"
<http://purl.obolibrary.org/obo/UBERON_0011198>	"UMLS:C0734205"
<http://purl.obolibrary.org/obo/UBERON_0011198>	"FMA:14971"
<http://purl.obolibrary.org/obo/UBERON_0011198>	<http://linkedlifedata.com/resource/umls/id/C0734205>
<http://purl.obolibrary.org/obo/UBERON_0012488>	<http://www.snomedbrowser.com/Codes/Details/362147007>
<http://purl.obolibrary.org/obo/UBERON_0012488>	"FMA:14944"
<http://purl.obolibrary.org/obo/UBERON_0004815>	"MA:0001481"
<http://purl.obolibrary.org/obo/UBERON_0004815>	"EMAPA:37549"
<http://purl.obolibrary.org/obo/UBERON_0003259>	"RETIRED_EHDAA2:0001194"
<http://purl.obolibrary.org/obo/UBERON_0003259>	"EMAPA:16257"
<http://purl.obolibrary.org/obo/UBERON_0003259>	"VHOG:0001080"
<http://purl.obolibrary.org/obo/UBERON_0003259>	"EHDAA:987"
<http://purl.obolibrary.org/obo/UBERON_0004766>	<http://www.snomedbrowser.com/Codes/Details/181792001>
<http://purl.obolibrary.org/obo/UBERON_0018254>	"EMAPA:35578"
<http://purl.obolibrary.org/obo/UBERON_0018254>	"MA:0000165"
<http://purl.obolibrary.org/obo/UBERON_0018254>	"EHDAA2:0001842"
<http://purl.obolibrary.org/obo/UBERON_0007503>	"EHDAA2:0003119"
<http://purl.obolibrary.org/obo/UBERON_0007503>	"AEO:0000119"
<http://purl.obolibrary.org/obo/UBERON_0010286>	"ZFA:0007039"
<http://purl.obolibrary.org/obo/UBERON_0010286>	"TAO:0007039"
<http://purl.obolibrary.org/obo/UBERON_0001268>	"FMA:16515"
<http://purl.obolibrary.org/obo/UBERON_0001268>	"ncithesaurus:Peritoneal_Fluid"
<http://purl.obolibrary.org/obo/UBERON_0001268>	"BTO:0001031"
<http://purl.obolibrary.org/obo/UBERON_0001268>	"EMAPA:35683"
<http://purl.obolibrary.org/obo/UBERON_0001268>	<http://en.wikipedia.org/wiki/Peritoneal_fluid>
<http://purl.obolibrary.org/obo/UBERON_0001268>	"MA:0002531"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"FMA:74657"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"BTO:0000634"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"TAO:0000368"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"VSAO:0000029"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"ZFA:0000368"
<http://purl.obolibrary.org/obo/UBERON_0002199>	<http://en.wikipedia.org/wiki/Integument>
<http://purl.obolibrary.org/obo/UBERON_0002199>	"EMAPA:37504"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"galen:Integument"
<http://purl.obolibrary.org/obo/UBERON_0002199>	"AAO:0000239"
<http://purl.obolibrary.org/obo/CL_0002539>	"BTO:0004577"
<http://purl.obolibrary.org/obo/NCBITaxon_30319>	"GC_ID:1"
<http://purl.obolibrary.org/obo/CL_0002267>	"FMA:83410"
<http://purl.obolibrary.org/obo/PR_P01731>	"UniProtKB:P01731"
<http://purl.obolibrary.org/obo/GO_0005856>	"Wikipedia:Cytoskeleton"
<http://purl.obolibrary.org/obo/GO_0050890>	"Wikipedia:Cognition"
<http://purl.obolibrary.org/obo/UBERON_0007267>	"EHDAA2:0002070"
<http://purl.obolibrary.org/obo/UBERON_0007267>	"EHDAA:7082"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"EFO:0003656"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"TAO:0001267"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"XAO:0004152"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"ZFA:0001267"
<http://purl.obolibrary.org/obo/UBERON_0002200>	"FMA:74710"
<http://purl.obolibrary.org/obo/PR_P35461>	"UniProtKB:P35461"
<http://purl.obolibrary.org/obo/UBERON_0004854>	"EMAPA:37068"
<http://purl.obolibrary.org/obo/UBERON_0004854>	"MA:0001900"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"VHOG:0000288"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"TAO:0001424"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"EMAPA:17681"
<http://purl.obolibrary.org/obo/UBERON_0002241>	<http://en.wikipedia.org/wiki/Chondrocranium>
<http://purl.obolibrary.org/obo/UBERON_0002241>	"EHDAA2:0000243"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"ZFA:0001424"
<http://purl.obolibrary.org/obo/UBERON_0002241>	"AAO:0010169"
<http://purl.obolibrary.org/obo/PR_000001004>	"PIRSF:PIRSF001977"
<http://purl.obolibrary.org/obo/UBERON_0011107>	<http://linkedlifedata.com/resource/umls/id/C0827002>
<http://purl.obolibrary.org/obo/UBERON_0011107>	"NCIT:C32890"
<http://purl.obolibrary.org/obo/UBERON_0011107>	"UMLS:C0827002"
<http://purl.obolibrary.org/obo/UBERON_0011107>	"FMA:35173"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"VHOG:0001641"
<http://purl.obolibrary.org/obo/UBERON_0007005>	<http://www.snomedbrowser.com/Codes/Details/360387000>
<http://purl.obolibrary.org/obo/UBERON_0007005>	"XAO:0000235"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"EHDAA2:0000214"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"EFO:0000315"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"BILA:0000051"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"FMA:293143"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"EHDAA:385"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"AAO:0011021"
<http://purl.obolibrary.org/obo/CL_1000482>	"FMA:83390"
<http://purl.obolibrary.org/obo/UBERON_0016566>	"AEO:0000204"
<http://purl.obolibrary.org/obo/CL_0009084>	"EFO:0010710"
<http://purl.obolibrary.org/obo/UBERON_0003854>	"VHOG:0000439"
<http://purl.obolibrary.org/obo/UBERON_0003854>	"ZFA:0007021"
<http://purl.obolibrary.org/obo/UBERON_0003854>	"FMA:312957"
<http://purl.obolibrary.org/obo/UBERON_0003854>	"TAO:0007021"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"XAO:0000169"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"FMA:5018"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"MA:0001459"
<http://purl.obolibrary.org/obo/UBERON_0001474>	<http://linkedlifedata.com/resource/umls/id/C0262950>
<http://purl.obolibrary.org/obo/UBERON_0001474>	<http://www.snomedbrowser.com/Codes/Details/90780006>
<http://purl.obolibrary.org/obo/UBERON_0001474>	"MIAA:0000299"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"AAO:0000047"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"BTO:0000140"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"ENVO:00002039"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"EFO:0000298"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"MAT:0000299"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"ZFA:0001514"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"NCIT:C12366"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"VSAO:0000057"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"TAO:0001514"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"AEO:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"FMA:30317"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"UMLS:C0262950"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"VHOG:0001190"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"GAID:92"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"EHDAA2:0003082"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"CALOHA:TS-0088"
<http://purl.obolibrary.org/obo/UBERON_0001474>	<http://en.wikipedia.org/wiki/Bone>
<http://purl.obolibrary.org/obo/UBERON_0001474>	"galen:Bone"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"EMAPA:32782"
<http://purl.obolibrary.org/obo/UBERON_0001474>	"EV:0100140"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MIAA:0000343"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"ZFA:0000190"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"FMA:5884"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EHDAA:5621"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"AEO:0000135"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EFO:0000899"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EHDAA:918"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EHDAA:2897"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"TGMA:0001016"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MESH:D005724"
<http://purl.obolibrary.org/obo/UBERON_0000045>	<http://linkedlifedata.com/resource/umls/id/C0017067>
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MAT:0000207"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"WBbt:0005189"
<http://purl.obolibrary.org/obo/UBERON_0000045>	<http://en.wikipedia.org/wiki/Ganglion>
<http://purl.obolibrary.org/obo/UBERON_0000045>	"VHOG:0000156"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EHDAA2:0003135"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"NCIT:C12719"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EMAPA:32846"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"BTO:0000497"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MIAA:0000207"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"UMLS:C0017067"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"NLXANAT:100302"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"XAO:0000209"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"BAMS:G"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EHDAA:4662"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"CALOHA:TS-0397"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"TAO:0000190"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MA:0002406"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"AAO:0010426"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"MAT:0000343"
<http://purl.obolibrary.org/obo/UBERON_0000045>	"EV:0100372"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"MA:0000081"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"ZFA:0001374"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"EMAPA:32746"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"EFO:0003087"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"VHOG:0000602"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"TAO:0001374"
<http://purl.obolibrary.org/obo/UBERON_0002302>	"FMA:83509"
<http://purl.obolibrary.org/obo/UBERON_0002302>	<http://www.snomedbrowser.com/Codes/Details/191910002>
<http://purl.obolibrary.org/obo/UBERON_0006207>	<http://en.wikipedia.org/wiki/Aorticopulmonary_septum>
<http://purl.obolibrary.org/obo/UBERON_0006207>	"EHDAA2:0000136"
<http://purl.obolibrary.org/obo/UBERON_0006207>	"EMAPA:16827"
<http://purl.obolibrary.org/obo/UBERON_0006207>	"CALOHA:TS-2409"
<http://purl.obolibrary.org/obo/UBERON_0006207>	"VHOG:0000502"
<http://purl.obolibrary.org/obo/UBERON_0006207>	"EHDAA:2592"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"ZFA:0000028"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"UMLS:C1514450"
<http://purl.obolibrary.org/obo/UBERON_0003084>	<http://linkedlifedata.com/resource/umls/id/C1514450>
<http://purl.obolibrary.org/obo/UBERON_0003084>	"BTO:0001887"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"XAO:0000336"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"TAO:0000028"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"NCIT:C34276"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"AAO:0011044"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"BTO:0002376"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"GAID:314"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"UMLS:C0006323"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"MA:0001551"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"FMA:15060"
<http://purl.obolibrary.org/obo/UBERON_0001212>	"EMAPA:36522"
<http://purl.obolibrary.org/obo/UBERON_0001212>	<http://en.wikipedia.org/wiki/Brunner's_glands>
<http://purl.obolibrary.org/obo/UBERON_0001212>	<http://linkedlifedata.com/resource/umls/id/C0006323>
<http://purl.obolibrary.org/obo/UBERON_0001212>	"MESH:D002011"
<http://purl.obolibrary.org/obo/UBERON_0001212>	<http://www.snomedbrowser.com/Codes/Details/41298001>
<http://purl.obolibrary.org/obo/UBERON_0001212>	"NCIT:C13010"
<http://purl.obolibrary.org/obo/UBERON_0003727>	"MESH:D007367"
<http://purl.obolibrary.org/obo/UBERON_0003727>	"GAID:858"
<http://purl.obolibrary.org/obo/UBERON_0003727>	"UMLS:C1285089"
<http://purl.obolibrary.org/obo/UBERON_0003727>	<http://en.wikipedia.org/wiki/Intercostal_nerves>
<http://purl.obolibrary.org/obo/UBERON_0003727>	"FMA:6028"
<http://purl.obolibrary.org/obo/UBERON_0003727>	"EMAPA:18227"
<http://purl.obolibrary.org/obo/UBERON_0003727>	"NCIT:C32825"
<http://purl.obolibrary.org/obo/UBERON_0003727>	<http://linkedlifedata.com/resource/umls/id/C1285089>
<http://purl.obolibrary.org/obo/UBERON_0003727>	<http://www.snomedbrowser.com/Codes/Details/279568001>
<http://purl.obolibrary.org/obo/GO_0005640>	"NIF_Subcellular:sao1617136075"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"AAO:0011061"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"FMA:7144"
<http://purl.obolibrary.org/obo/UBERON_0002095>	<http://linkedlifedata.com/resource/umls/id/C0025474>
<http://purl.obolibrary.org/obo/UBERON_0002095>	"UMLS:C0025474"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"NCIT:C33103"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"BTO:0001380"
<http://purl.obolibrary.org/obo/UBERON_0002095>	<http://en.wikipedia.org/wiki/Mesentery#Mesentery_.28general.29>
<http://purl.obolibrary.org/obo/UBERON_0002095>	"EV:0100083"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"MESH:D008643"
<http://purl.obolibrary.org/obo/UBERON_0002095>	<http://www.snomedbrowser.com/Codes/Details/362707009>
<http://purl.obolibrary.org/obo/UBERON_0002095>	"GAID:21"
<http://purl.obolibrary.org/obo/UBERON_0002095>	"galen:Mesentery"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"ZFA:0001168"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"GAID:237"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"EMAPA:19432"
<http://purl.obolibrary.org/obo/UBERON_0001093>	<http://linkedlifedata.com/resource/umls/id/C0004457>
<http://purl.obolibrary.org/obo/UBERON_0001093>	"UMLS:C0004457"
<http://purl.obolibrary.org/obo/UBERON_0001093>	<http://www.snomedbrowser.com/Codes/Details/181819004>
<http://purl.obolibrary.org/obo/UBERON_0001093>	"TAO:0001168"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"NCIT:C32240"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"MESH:D001368"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"MA:0001422"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"EHDAA:10608"
<http://purl.obolibrary.org/obo/UBERON_0001093>	"FMA:12520"
<http://purl.obolibrary.org/obo/UBERON_0001093>	<http://en.wikipedia.org/wiki/Axis_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0003942>	"NLXANAT:090818"
<http://purl.obolibrary.org/obo/UBERON_0003942>	"EMAPA:37954"
<http://purl.obolibrary.org/obo/UBERON_0003942>	"neuronames:2887"
<http://purl.obolibrary.org/obo/UBERON_0003942>	<http://en.wikipedia.org/wiki/Somatosensory_system>
<http://purl.obolibrary.org/obo/UBERON_0004473>	"FMA:71288"
<http://purl.obolibrary.org/obo/CL_0000558>	"BTO:0001173"
<http://purl.obolibrary.org/obo/CL_0000558>	"CALOHA:TS-0864"
<http://purl.obolibrary.org/obo/CL_0000558>	"MESH:D012156"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"EMAPA:16035"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"FMA:18674"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"VHOG:0000720"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"EHDAA2:0002220"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"EHDAA:62"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"MESH:D015044"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"EHDAA:31"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"UMLS:C0043519"
<http://purl.obolibrary.org/obo/UBERON_0000086>	<http://linkedlifedata.com/resource/umls/id/C0043519>
<http://purl.obolibrary.org/obo/UBERON_0000086>	<http://en.wikipedia.org/wiki/Zona_pellucida>
<http://purl.obolibrary.org/obo/UBERON_0000086>	"MA:0001715"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"TAO:0001111"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"NCIT:C33896"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"BTO:0003135"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"GAID:410"
<http://purl.obolibrary.org/obo/UBERON_0000086>	"ZFA:0001111"
<http://purl.obolibrary.org/obo/UBERON_0003983>	"AAO:0010250"
<http://purl.obolibrary.org/obo/UBERON_0003983>	<http://en.wikipedia.org/wiki/Conus_arteriosus>
<http://purl.obolibrary.org/obo/CHEBI_20664>	"Beilstein:2048472"
<http://purl.obolibrary.org/obo/GO_0035282>	"Wikipedia:Segmentation_(biology)"
<http://purl.obolibrary.org/obo/UBERON_0005434>	<http://www.snomedbrowser.com/Codes/Details/123958008>
<http://purl.obolibrary.org/obo/UBERON_0005434>	"FMA:24219"
<http://purl.obolibrary.org/obo/PR_000001084>	"PANTHER:PTHR10441:SF1"
<http://purl.obolibrary.org/obo/UBERON_0010400>	"NCIT:C49779"
<http://purl.obolibrary.org/obo/UBERON_0010400>	<http://en.wikipedia.org/wiki/Trabecular_veins>
<http://purl.obolibrary.org/obo/UBERON_0010400>	"MA:0000760"
<http://purl.obolibrary.org/obo/UBERON_0010400>	<http://linkedlifedata.com/resource/umls/id/C1710160>
<http://purl.obolibrary.org/obo/UBERON_0010400>	"UMLS:C1710160"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"AAO:0010257"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"BTO:0001244"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"NCIT:C12413"
<http://purl.obolibrary.org/obo/UBERON_0001008>	<http://linkedlifedata.com/resource/umls/id/C1508753>
<http://purl.obolibrary.org/obo/UBERON_0001008>	"VHOG:0000723"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"MA:0000325"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"EHDAA:5901"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"EFO:0000803"
<http://purl.obolibrary.org/obo/UBERON_0001008>	"UMLS:C1508753"
<http://purl.obolibrary.org/obo/UBERON_0001008>	<http://en.wikipedia.org/wiki/Excretory_system>
