?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0004711>	"UMLS:C0022427"
<http://purl.obolibrary.org/obo/UBERON_0004711>	"NCIT:C12738"
<http://purl.obolibrary.org/obo/UBERON_0004711>	<http://en.wikipedia.org/wiki/Jugular_vein>
<http://purl.obolibrary.org/obo/UBERON_0004711>	"BTO:0001744"
<http://purl.obolibrary.org/obo/NCBITaxon_5782>	"PMID:29367151"
<http://purl.obolibrary.org/obo/NCBITaxon_5782>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0006239>	"EMAPA:25035"
<http://purl.obolibrary.org/obo/UBERON_0006239>	"EHDAA:4118"
<http://purl.obolibrary.org/obo/UBERON_0006239>	"EHDAA2:0000593"
<http://purl.obolibrary.org/obo/GO_0009566>	"Wikipedia:Fertilisation"
<http://purl.obolibrary.org/obo/UBERON_0010959>	"NCIT:C32716"
<http://purl.obolibrary.org/obo/UBERON_0010959>	"UMLS:C0448281"
<http://purl.obolibrary.org/obo/UBERON_0010959>	<http://linkedlifedata.com/resource/umls/id/C0448281>
<http://purl.obolibrary.org/obo/UBERON_0010192>	<http://en.wikipedia.org/wiki/Gonadal_artery>
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EMAPA:17680"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MAT:0000340"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EFO:0000831"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MA:0000316"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"BTO:0001328"
<http://purl.obolibrary.org/obo/UBERON_0003128>	<http://en.wikipedia.org/wiki/Cranium_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0003128>	"MIAA:0000340"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"FMA:71325"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"EHDAA:6029"
<http://purl.obolibrary.org/obo/UBERON_0003128>	"VHOG:0000334"
<http://purl.obolibrary.org/obo/UBERON_0003128>	<http://www.snomedbrowser.com/Codes/Details/181889008>
<http://purl.obolibrary.org/obo/UBERON_0006761>	<http://www.snomedbrowser.com/Codes/Details/63716004>
<http://purl.obolibrary.org/obo/UBERON_0006761>	"FMA:58342"
<http://purl.obolibrary.org/obo/UBERON_0006761>	<http://en.wikipedia.org/wiki/Corneal_limbus>
<http://purl.obolibrary.org/obo/UBERON_0006761>	"GAID:896"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"MESH:D016850"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"EFO:0001403"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"ZFA:0005570"
<http://purl.obolibrary.org/obo/UBERON_0006761>	"EMAPA:37835"
<http://purl.obolibrary.org/obo/GO_0005215>	"Reactome:R-HSA-168313"
<http://purl.obolibrary.org/obo/GO_0005215>	"Reactome:R-HSA-178215"
<http://purl.obolibrary.org/obo/NCBITaxon_7712>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://linkedlifedata.com/resource/umls/id/C0027530>
<http://purl.obolibrary.org/obo/UBERON_0000974>	"FMA:7155"
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://en.wikipedia.org/wiki/Neck>
<http://purl.obolibrary.org/obo/UBERON_0000974>	"BTO:0000420"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"UMLS:C0027530"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"AEO:0000108"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"galen:Neck"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"NCIT:C13063"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EHDAA2:0003108"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EFO:0000967"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"CALOHA:TS-2045"
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://www.snomedbrowser.com/Codes/Details/302550007>
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EMAPA:35587"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MAT:0000297"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MESH:D009333"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MIAA:0000297"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"GAID:86"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MA:0000024"
<http://purl.obolibrary.org/obo/PR_000002976>	"PIRSF:PIRSF002021"
<http://purl.obolibrary.org/obo/UBERON_0001137>	<http://linkedlifedata.com/resource/umls/id/C0004600>
<http://purl.obolibrary.org/obo/UBERON_0001137>	"UMLS:C0004600"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"GAID:30"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"galen:Back"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"NCIT:C13062"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"MESH:D001415"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"EFO:0001405"
<http://purl.obolibrary.org/obo/UBERON_0001137>	<http://en.wikipedia.org/wiki/Dorsum_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0001137>	"CALOHA:TS-2223"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"FMA:14181"
<http://purl.obolibrary.org/obo/UBERON_0001137>	"BTO:0001713"
<http://purl.obolibrary.org/obo/UBERON_0001137>	<http://www.snomedbrowser.com/Codes/Details/123961009>
<http://purl.obolibrary.org/obo/UBERON_0004176>	<http://www.snomedbrowser.com/Codes/Details/362207005>
<http://purl.obolibrary.org/obo/UBERON_0004176>	"FMA:45643"
<http://purl.obolibrary.org/obo/UBERON_0001178>	"TAO:0005132"
<http://purl.obolibrary.org/obo/UBERON_0001178>	"ZFA:0005132"
<http://purl.obolibrary.org/obo/UBERON_0001178>	<http://www.snomedbrowser.com/Codes/Details/362702003>
<http://purl.obolibrary.org/obo/UBERON_0001178>	"FMA:14703"
<http://purl.obolibrary.org/obo/UBERON_0001178>	"VHOG:0001528"
<http://purl.obolibrary.org/obo/UBERON_0001178>	"EMAPA:16592"
<http://purl.obolibrary.org/obo/UBERON_0001178>	<http://en.wikipedia.org/wiki/Visceral_peritoneum>
<http://purl.obolibrary.org/obo/UBERON_0000440>	"BTO:0002501"
<http://purl.obolibrary.org/obo/UBERON_0000440>	"FMA:85273"
<http://purl.obolibrary.org/obo/UBERON_0000440>	<http://en.wikipedia.org/wiki/Trabecula>
<http://purl.obolibrary.org/obo/UBERON_0004793>	"NCIT:C33256"
<http://purl.obolibrary.org/obo/UBERON_0004793>	"MA:0002518"
<http://purl.obolibrary.org/obo/UBERON_0004793>	"UMLS:C1518867"
<http://purl.obolibrary.org/obo/UBERON_0004793>	<http://linkedlifedata.com/resource/umls/id/C1518867>
<http://purl.obolibrary.org/obo/UBERON_0002185>	"UMLS:C0006255"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"GAID:346"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"VHOG:0000262"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"BTO:0001340"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"EFO:0000932"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"EV:0100041"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"MESH:D001980"
<http://purl.obolibrary.org/obo/UBERON_0002185>	<http://en.wikipedia.org/wiki/Bronchus>
<http://purl.obolibrary.org/obo/UBERON_0002185>	"NCIT:C12683"
<http://purl.obolibrary.org/obo/UBERON_0002185>	<http://linkedlifedata.com/resource/umls/id/C0006255>
<http://purl.obolibrary.org/obo/UBERON_0002185>	"EMAPA:32689"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"FMA:7409"
<http://purl.obolibrary.org/obo/UBERON_0002185>	<http://www.snomedbrowser.com/Codes/Details/181215002>
<http://purl.obolibrary.org/obo/UBERON_0002185>	"MAT:0000133"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"XAO:0000121"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"CALOHA:TS-1229"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"MIAA:0000133"
<http://purl.obolibrary.org/obo/UBERON_0002185>	"MA:0000436"
<http://purl.obolibrary.org/obo/GO_0042427>	"Wikipedia:Serotonin"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"BILA:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"VHOG:0001762"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"FBbt:00007010"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"TGMA:0001847"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"AAO:0010048"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"ZFA:0001488"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"HAO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"TAO:0001488"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"CARO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"AEO:0000055"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"XAO:0003037"
<http://purl.obolibrary.org/obo/UBERON_0000481>	"EHDAA2:0003055"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"UMLS:C0016976"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"XAO:0000135"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"MIAA:0000072"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"EHDAA2:0000699"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"EMAPA:17202"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"AAO:0010114"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"MAT:0000072"
<http://purl.obolibrary.org/obo/UBERON_0002110>	<http://en.wikipedia.org/wiki/Gallbladder>
<http://purl.obolibrary.org/obo/UBERON_0002110>	<http://www.snomedbrowser.com/Codes/Details/181269000>
<http://purl.obolibrary.org/obo/UBERON_0002110>	"ZFA:0000208"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"TAO:0000208"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"galen:Gallbladder"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"EV:0100090"
<http://purl.obolibrary.org/obo/UBERON_0002110>	<http://linkedlifedata.com/resource/umls/id/C0016976>
<http://purl.obolibrary.org/obo/UBERON_0002110>	"MA:0000356"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"BTO:0000493"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"CALOHA:TS-0394"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"EHDAA:8062"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"FMA:7202"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"EFO:0000853"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"NCIT:C12377"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"VHOG:0000221"
<http://purl.obolibrary.org/obo/UBERON_0002110>	"MESH:D005704"
<http://purl.obolibrary.org/obo/UBERON_0016552>	"NCIT:C93171"
<http://purl.obolibrary.org/obo/UBERON_0016552>	<http://linkedlifedata.com/resource/umls/id/C0225378>
<http://purl.obolibrary.org/obo/UBERON_0007300>	"TAO:0005301"
<http://purl.obolibrary.org/obo/UBERON_0007300>	"ZFA:0005301"
<http://purl.obolibrary.org/obo/UBERON_0015716>	"EMAPA:18835"
<http://purl.obolibrary.org/obo/UBERON_0015716>	"FMA:17511"
<http://purl.obolibrary.org/obo/CHEBI_17087>	"KEGG:C01450"
<http://purl.obolibrary.org/obo/CHEBI_17087>	"Wikipedia:Ketone"
<http://purl.obolibrary.org/obo/NCBITaxon_6362>	"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0036072>	"EHDAA2:0004070"
<http://purl.obolibrary.org/obo/GO_0007507>	"Wikipedia:Heart_development"
<http://purl.obolibrary.org/obo/CL_0019022>	"EFO:0010706"
<http://purl.obolibrary.org/obo/UBERON_0006574>	<http://www.snomedbrowser.com/Codes/Details/245445008>
<http://purl.obolibrary.org/obo/UBERON_0006574>	"FMA:75383"
<http://purl.obolibrary.org/obo/UBERON_0006574>	"EMAPA:19159"
<http://purl.obolibrary.org/obo/UBERON_0006574>	<http://linkedlifedata.com/resource/umls/id/C0821671>
<http://purl.obolibrary.org/obo/UBERON_0006574>	"UMLS:C0821671"
<http://purl.obolibrary.org/obo/UBERON_0006574>	<http://en.wikipedia.org/wiki/Pectinate_line>
<http://purl.obolibrary.org/obo/UBERON_0006574>	"NCIT:C34245"
<http://purl.obolibrary.org/obo/UBERON_0011085>	"ZFA:0001272"
<http://purl.obolibrary.org/obo/UBERON_0011085>	"EFO:0003659"
<http://purl.obolibrary.org/obo/UBERON_0011085>	"TAO:0001272"
<http://purl.obolibrary.org/obo/UBERON_0011085>	"VHOG:0000511"
<http://purl.obolibrary.org/obo/UBERON_0001781>	<http://www.snomedbrowser.com/Codes/Details/280657006>
<http://purl.obolibrary.org/obo/UBERON_0001781>	"EMAPA:35742"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"XAO:0000266"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"NCIT:C49328"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"MA:0001319"
<http://purl.obolibrary.org/obo/UBERON_0001781>	<http://linkedlifedata.com/resource/umls/id/C0459649>
<http://purl.obolibrary.org/obo/UBERON_0001781>	"FMA:58617"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"UMLS:C0459649"
<http://purl.obolibrary.org/obo/UBERON_0001781>	"AAO:0010353"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"MAT:0000032"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"EMAPA:17213"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"EHDAA:5047"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"MESH:D012863"
<http://purl.obolibrary.org/obo/UBERON_0004288>	<http://www.snomedbrowser.com/Codes/Details/361378004>
<http://purl.obolibrary.org/obo/UBERON_0004288>	"XAO:0004053"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"MIAA:0000032"
<http://purl.obolibrary.org/obo/UBERON_0004288>	<http://en.wikipedia.org/wiki/Skeleton>
<http://purl.obolibrary.org/obo/UBERON_0004288>	"VSAO:0000026"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"GAID:177"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"MA:0003006"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"galen:Skeleton"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"AEO:0000168"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"FMA:23875"
<http://purl.obolibrary.org/obo/UBERON_0004288>	"EHDAA2:0001843"
<http://purl.obolibrary.org/obo/UBERON_0034706>	"AEO:0001009"
<http://purl.obolibrary.org/obo/UBERON_0006312>	"MA:0001911"
<http://purl.obolibrary.org/obo/PR_P35918>	"UniProtKB:P35918"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"EHDAA2:0004209"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"VHOG:0000109"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"TAO:0000162"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"XAO:0000225"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"ZFA:0000162"
<http://purl.obolibrary.org/obo/UBERON_0003070>	"EFO:0003433"
<http://purl.obolibrary.org/obo/UBERON_0001605>	<http://linkedlifedata.com/resource/umls/id/C0559230>
<http://purl.obolibrary.org/obo/UBERON_0001605>	"EMAPA:35240"
<http://purl.obolibrary.org/obo/UBERON_0001605>	<http://www.snomedbrowser.com/Codes/Details/280862009>
<http://purl.obolibrary.org/obo/UBERON_0001605>	<http://en.wikipedia.org/wiki/Ciliary_muscle>
<http://purl.obolibrary.org/obo/UBERON_0001605>	"BTO:0000654"
<http://purl.obolibrary.org/obo/UBERON_0001605>	"MA:0001269"
<http://purl.obolibrary.org/obo/UBERON_0001605>	"UMLS:C0559230"
<http://purl.obolibrary.org/obo/UBERON_0001605>	"FMA:49151"
<http://purl.obolibrary.org/obo/UBERON_0001605>	"NCIT:C32315"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"TAO:0001384"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"VHOG:0001260"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"EFO:0003469"
<http://purl.obolibrary.org/obo/UBERON_0005420>	"ZFA:0001384"
<http://purl.obolibrary.org/obo/GO_0015149>	"Reactome:R-HSA-189242"
<http://purl.obolibrary.org/obo/GO_0015149>	"Reactome:R-HSA-5638222"
<http://purl.obolibrary.org/obo/UBERON_0012375>	"UMLS:C0225334"
<http://purl.obolibrary.org/obo/UBERON_0012375>	"FMA:45636"
<http://purl.obolibrary.org/obo/UBERON_0012375>	"NCIT:C94494"
<http://purl.obolibrary.org/obo/UBERON_0012375>	<http://linkedlifedata.com/resource/umls/id/C0225334>
<http://purl.obolibrary.org/obo/UBERON_0012375>	<http://www.snomedbrowser.com/Codes/Details/2255006>
<http://purl.obolibrary.org/obo/UBERON_0012375>	<http://en.wikipedia.org/wiki/Subserosa>
<http://purl.obolibrary.org/obo/CL_0000515>	"FMA:84799"
<http://purl.obolibrary.org/obo/UBERON_0002517>	"MA:0002840"
<http://purl.obolibrary.org/obo/UBERON_0002517>	"MESH:D019291"
<http://purl.obolibrary.org/obo/UBERON_0002517>	"FMA:52801"
<http://purl.obolibrary.org/obo/UBERON_0002517>	<http://linkedlifedata.com/resource/umls/id/C0149543>
<http://purl.obolibrary.org/obo/UBERON_0002517>	<http://en.wikipedia.org/wiki/Base_of_skull>
<http://purl.obolibrary.org/obo/UBERON_0002517>	"MFMO:0000044"
<http://purl.obolibrary.org/obo/UBERON_0002517>	"NCIT:C12493"
<http://purl.obolibrary.org/obo/UBERON_0002517>	<http://www.snomedbrowser.com/Codes/Details/181890004>
<http://purl.obolibrary.org/obo/UBERON_0002517>	"UMLS:C0149543"
<http://purl.obolibrary.org/obo/GO_0000278>	"Wikipedia:Mitosis"
<http://purl.obolibrary.org/obo/UBERON_0014703>	"EMAPA:25040"
<http://purl.obolibrary.org/obo/UBERON_0014703>	"EHDAA2:0004019"
<http://purl.obolibrary.org/obo/UBERON_6003005>	"FBbt:00003005"
<http://purl.obolibrary.org/obo/CHEBI_15693>	"Wikipedia:Aldose"
<http://purl.obolibrary.org/obo/CHEBI_15693>	"KEGG:C01370"
<http://purl.obolibrary.org/obo/CL_0002659>	"FMA:86554"
<http://purl.obolibrary.org/obo/CL_0002659>	"CALOHA:TS-1284"
<http://purl.obolibrary.org/obo/UBERON_0005966>	"FMA:9551"
<http://purl.obolibrary.org/obo/UBERON_0003353>	"EMAPA:16717"
<http://purl.obolibrary.org/obo/UBERON_0003353>	"EHDAA2:0000782"
<http://purl.obolibrary.org/obo/UBERON_0003353>	"MA:0003206"
<http://purl.obolibrary.org/obo/UBERON_0009856>	"galen:Diverticulum"
<http://purl.obolibrary.org/obo/CL_0002209>	"FMA:69060"
<http://purl.obolibrary.org/obo/UBERON_0009584>	"EMAPA:16385"
<http://purl.obolibrary.org/obo/UBERON_0009584>	"EHDAA2:0000034"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"FMA:9733"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"UMLS:C0225777"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"MA:0002488"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"EMAPA:16776"
<http://purl.obolibrary.org/obo/UBERON_0002400>	<http://www.snomedbrowser.com/Codes/Details/361998003>
<http://purl.obolibrary.org/obo/UBERON_0002400>	"NCIT:C33273"
<http://purl.obolibrary.org/obo/UBERON_0002400>	"VHOG:0001495"
<http://purl.obolibrary.org/obo/UBERON_0002400>	<http://en.wikipedia.org/wiki/Parietal_pleura>
<http://purl.obolibrary.org/obo/UBERON_0002400>	<http://linkedlifedata.com/resource/umls/id/C0225777>
<http://purl.obolibrary.org/obo/UBERON_0001418>	"FMA:23029"
<http://purl.obolibrary.org/obo/UBERON_0001418>	"MA:0000564"
<http://purl.obolibrary.org/obo/UBERON_0001418>	<http://www.snomedbrowser.com/Codes/Details/281723000>
<http://purl.obolibrary.org/obo/UBERON_0001418>	"EMAPA:37765"
<http://purl.obolibrary.org/obo/UBERON_0001418>	"FMA:23028"
<http://purl.obolibrary.org/obo/UBERON_0036215>	"ZFA:0005594"
<http://purl.obolibrary.org/obo/UBERON_0036215>	"AAO:0010270"
<http://purl.obolibrary.org/obo/UBERON_0036215>	"AEO:0000154"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-5660706"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-379393"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-380620"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-444160"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-372542"
<http://purl.obolibrary.org/obo/GO_0008504>	"Reactome:R-HSA-380586"
<http://purl.obolibrary.org/obo/UBERON_0001768>	<http://en.wikipedia.org/wiki/Uvea>
<http://purl.obolibrary.org/obo/UBERON_0001768>	"UMLS:C0042160"
<http://purl.obolibrary.org/obo/UBERON_0001768>	"MESH:D014602"
<http://purl.obolibrary.org/obo/UBERON_0001768>	<http://linkedlifedata.com/resource/umls/id/C0042160>
<http://purl.obolibrary.org/obo/UBERON_0001768>	"EMAPA:35901"
<http://purl.obolibrary.org/obo/UBERON_0001768>	"NCIT:C12811"
<http://purl.obolibrary.org/obo/UBERON_0001768>	"FMA:58103"
<http://purl.obolibrary.org/obo/UBERON_0001768>	"CALOHA:TS-2228"
<http://purl.obolibrary.org/obo/UBERON_0001768>	<http://www.snomedbrowser.com/Codes/Details/280648000>
<http://purl.obolibrary.org/obo/UBERON_0001768>	"MA:0002480"
<http://purl.obolibrary.org/obo/UBERON_0001768>	"GAID:912"
<http://purl.obolibrary.org/obo/UBERON_0003837>	"MA:0000560"
<http://purl.obolibrary.org/obo/UBERON_0003837>	"EMAPA:37253"
<http://purl.obolibrary.org/obo/UBERON_0005604>	"EMAPA:16844"
<http://purl.obolibrary.org/obo/UBERON_0005604>	"VHOG:0000215"
<http://purl.obolibrary.org/obo/UBERON_0005604>	"MA:0001636"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"HAO:0000042"
<http://purl.obolibrary.org/obo/UBERON_0000478>	<http://www.snomedbrowser.com/Codes/Details/314908006>
<http://purl.obolibrary.org/obo/UBERON_0000478>	"BILA:0000042"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"AAO:0010020"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"TAO:0000020"
<http://purl.obolibrary.org/obo/UBERON_0000478>	<http://linkedlifedata.com/resource/umls/id/C1282438>
<http://purl.obolibrary.org/obo/UBERON_0000478>	"ZFA:0000020"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"CARO:0000042"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"CALOHA:TS-2119"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"NCIT:C34055"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"UMLS:C1282438"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"XAO:0004005"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"VHOG:0000292"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"FMA:85537"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"EHDAA:46"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"FBbt:00005835"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"EHDAA2:0003042"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"TGMA:0001843"
<http://purl.obolibrary.org/obo/UBERON_0000478>	"AEO:0000042"
<http://purl.obolibrary.org/obo/UBERON_0015481>	"EMAPA:37096"
<http://purl.obolibrary.org/obo/UBERON_0015481>	"FMA:14779"
<http://purl.obolibrary.org/obo/UBERON_0015481>	"MA:0003096"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"GAID:288"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"ZFA:0000123"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"EFO:0000887"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"MAT:0000097"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"AAO:0010111"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"VHOG:0000257"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"MESH:D008099"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"EMAPA:16846"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"BTO:0000759"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"MIAA:0000097"
<http://purl.obolibrary.org/obo/UBERON_0002107>	<http://en.wikipedia.org/wiki/Liver>
<http://purl.obolibrary.org/obo/UBERON_0002107>	"XAO:0000133"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"UMLS:C0023884"
<http://purl.obolibrary.org/obo/UBERON_0002107>	<http://linkedlifedata.com/resource/umls/id/C0023884>
<http://purl.obolibrary.org/obo/UBERON_0002107>	"EHDAA:2197"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"galen:Liver"
<http://purl.obolibrary.org/obo/UBERON_0002107>	<http://www.snomedbrowser.com/Codes/Details/181268008>
<http://purl.obolibrary.org/obo/UBERON_0002107>	"EHDAA2:0000997"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"TAO:0000123"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"CALOHA:TS-0564"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"EV:0100089"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"FMA:7197"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"NCIT:C12392"
<http://purl.obolibrary.org/obo/UBERON_0002107>	"MA:0000358"
<http://purl.obolibrary.org/obo/UBERON_0004215>	"MA:0000497"
<http://purl.obolibrary.org/obo/UBERON_0004215>	"EMAPA:37268"
<http://purl.obolibrary.org/obo/GO_0005604>	"Wikipedia:Basement_membrane"
<http://purl.obolibrary.org/obo/UBERON_0036303>	"FMA:259905"
<http://purl.obolibrary.org/obo/UBERON_0002224>	"EMAPA:36497"
<http://purl.obolibrary.org/obo/UBERON_0002224>	<http://www.snomedbrowser.com/Codes/Details/243949006>
<http://purl.obolibrary.org/obo/UBERON_0002224>	"UMLS:C0230139"
<http://purl.obolibrary.org/obo/UBERON_0002224>	<http://en.wikipedia.org/wiki/Thoracic_cavity>
<http://purl.obolibrary.org/obo/UBERON_0002224>	"MA:0000032"
<http://purl.obolibrary.org/obo/UBERON_0002224>	<http://linkedlifedata.com/resource/umls/id/C0230139>
<http://purl.obolibrary.org/obo/UBERON_0002224>	"NCIT:C12905"
<http://purl.obolibrary.org/obo/UBERON_0002224>	"MESH:D035423"
<http://purl.obolibrary.org/obo/UBERON_0002224>	"FMA:7565"
<http://purl.obolibrary.org/obo/UBERON_0002224>	"GAID:93"
<http://purl.obolibrary.org/obo/UBERON_0007830>	"UMLS:C0030786"
<http://purl.obolibrary.org/obo/UBERON_0007830>	<http://www.snomedbrowser.com/Codes/Details/426214007>
<http://purl.obolibrary.org/obo/UBERON_0007830>	"EMAPA:18028"
<http://purl.obolibrary.org/obo/UBERON_0007830>	"MA:0000293"
<http://purl.obolibrary.org/obo/UBERON_0007830>	<http://linkedlifedata.com/resource/umls/id/C0030786>
<http://purl.obolibrary.org/obo/UBERON_0007830>	"NCIT:C33287"
<http://purl.obolibrary.org/obo/UBERON_0007688>	"EHDAA2:0003170"
