?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/PR_P19437>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CD20 (mouse)"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"inhibition of haemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of haemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of haematopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of haemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of haematopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of hemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of hemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of haemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of haemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of hemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of hemopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of haematopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"inhibition of haematopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_1901533>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of haematopoietic progenitor cell differentiation"	
<http://purl.obolibrary.org/obo/GO_0022804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pump activity"	
<http://purl.obolibrary.org/obo/GO_0022804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"carrier activity"	
<http://purl.obolibrary.org/obo/GO_0022804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"permease activity"	
<http://purl.obolibrary.org/obo/GO_0022804>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"active carrier activity"	
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydroxidotrioxidosulfate(1-)"	<http://purl.obolibrary.org/obo/chebi#IUPAC_NAME>
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrogensulfate"	
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrogen(tetraoxidosulfate)(1-)"	<http://purl.obolibrary.org/obo/chebi#IUPAC_NAME>
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrogentetraoxosulfate(VI)"	<http://purl.obolibrary.org/obo/chebi#IUPAC_NAME>
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrogensulfate(1-)"	<http://purl.obolibrary.org/obo/chebi#IUPAC_NAME>
<http://purl.obolibrary.org/obo/CHEBI_45696>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrogentetraoxosulfate(1-)"	<http://purl.obolibrary.org/obo/chebi#IUPAC_NAME>
<http://purl.obolibrary.org/obo/UBERON_0003384>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pharynx skeletal muscle"	
<http://purl.obolibrary.org/obo/UBERON_0003384>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"pharynx skeletal muscle tissue"	
<http://purl.obolibrary.org/obo/UBERON_0003384>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"skeletal muscle tissue of pharynx"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscular layer of anal canal"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"anal muscularis propria"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscularis externa of anal canal"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"anal canal muscularis propria"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscular coat of anal canal"	
<http://purl.obolibrary.org/obo/UBERON_0012490>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscularis propria of anal canal"	
<http://purl.obolibrary.org/obo/UBERON_0013768>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"great vessel of thorax"	
<http://purl.obolibrary.org/obo/GO_0005981>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of glycogen catabolism"	
<http://purl.obolibrary.org/obo/GO_0005981>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of glycogen degradation"	
<http://purl.obolibrary.org/obo/GO_0005981>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of glycogen breakdown"	
<http://purl.obolibrary.org/obo/GO_0005981>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of glycogenolysis"	
<http://purl.obolibrary.org/obo/GO_0015850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"organic alcohol transport"	
<http://purl.obolibrary.org/obo/UBERON_0000332>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"medulla ossium flava"	<http://purl.obolibrary.org/obo/uberon/core#LATIN>
<http://purl.obolibrary.org/obo/UBERON_0000332>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"yellow marrow"	
<http://purl.obolibrary.org/obo/PR_P07766>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"CD3e (human)"	
<http://purl.obolibrary.org/obo/PR_P07766>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hCD3E"	<http://purl.obolibrary.org/obo/pr#PRO-short-label>
<http://purl.obolibrary.org/obo/PR_P07766>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"T-cell surface antigen T3/Leu-4 epsilon chain (human)"	
<http://purl.obolibrary.org/obo/UBERON_0000033>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"head (volume)"	
<http://purl.obolibrary.org/obo/UBERON_0004461>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscle group of head"	
<http://purl.obolibrary.org/obo/UBERON_0004461>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"set of muscles of head"	
<http://purl.obolibrary.org/obo/UBERON_0004461>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"muscles of head"	
<http://purl.obolibrary.org/obo/UBERON_0004461>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"musculi capitis"	<http://purl.obolibrary.org/obo/uberon/core#LATIN>
<http://purl.obolibrary.org/obo/UBERON_0004461>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"head musculature"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"large intestine serous membrane"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"tunica serosa intestini crassi"	<http://purl.obolibrary.org/obo/uberon/core#LATIN>
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"visceral peritoneum of large intestine"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"large intestinal serosa"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"serous coat of large intestine"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"serous membrane of large intestine"	
<http://purl.obolibrary.org/obo/UBERON_0001209>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"large intestine serosa"	
<http://purl.obolibrary.org/obo/GO_0042182>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ketone breakdown"	
<http://purl.obolibrary.org/obo/GO_0042182>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ketone catabolism"	
<http://purl.obolibrary.org/obo/GO_0042182>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ketone degradation"	
<http://purl.obolibrary.org/obo/GO_0007528>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"neuromuscular junction organization"	
<http://purl.obolibrary.org/obo/NCBITaxon_7900>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"sturgeons"	<http://purl.obolibrary.org/obo/ncbitaxon#genbank_common_name>
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of exosomal secretory pathway"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of exosomal secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of secretion of exosome"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of exosomal secretory pathway"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of extracellular vesicular exosome secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of extracellular vesicular exosome secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of extracellular vesicular exosome secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of secretion of exosome"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of extracellular vesicular exosome secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of exosomal secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of secretion of exosome"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of secretion of exosome"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of exosomal secretory pathway"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of exosomal secretion"	
<http://purl.obolibrary.org/obo/GO_1903542>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of exosomal secretory pathway"	
<http://purl.obolibrary.org/obo/UBERON_0001892>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"rhombomere"	
<http://purl.obolibrary.org/obo/UBERON_0001892>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hindbrain neuromere"	
<http://purl.obolibrary.org/obo/UBERON_0001892>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hindbrain neuromeres"	<http://purl.obolibrary.org/obo/uberon/core#PLURAL>
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"endocardium of ventricle of heart"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ventricle of heart endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ventricular endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cardiac ventricle endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"endocardium of lower chamber of heart"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ventricle endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"endocardium of cardiac ventricle"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"endocardium of heart ventricle"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"heart ventricle endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0001081>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"lower chamber of heart endocardium"	
<http://purl.obolibrary.org/obo/UBERON_0005487>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"vena vitellina"	<http://purl.obolibrary.org/obo/uberon/core#LATIN>
<http://purl.obolibrary.org/obo/UBERON_0005487>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"vascular vitelline network"	
<http://purl.obolibrary.org/obo/UBERON_0005487>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"embryonic vitelline vein"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"fifth ganglion"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"5th ganglion"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ganglion of trigeminal complex"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"Gasserian ganglion"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"trigeminal V ganglion"	
<http://purl.obolibrary.org/obo/UBERON_0001675>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"semilunar ganglion"	
<http://purl.obolibrary.org/obo/GO_0051962>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of nervous system development"	
<http://purl.obolibrary.org/obo/GO_0051962>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of nervous system development"	
<http://purl.obolibrary.org/obo/GO_0051962>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of nervous system development"	
<http://purl.obolibrary.org/obo/GO_1904073>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of trophectoderm cell proliferation"	
<http://purl.obolibrary.org/obo/GO_0048087>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of developmental pigmentation"	
<http://purl.obolibrary.org/obo/GO_0048087>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of developmental pigmentation"	
<http://purl.obolibrary.org/obo/GO_0048087>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of developmental pigmentation"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common bile duct mucosa of organ"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common bile duct organ mucosa"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mucosa of organ of common bile duct"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common bile ductal mucosa"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"organ mucosa of ductus choledochus (biliaris)"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"common bile duct mucous membrane"	
<http://purl.obolibrary.org/obo/UBERON_0005000>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mucous membrane of ductus choledochus (biliaris)"	
